Province/State,Country/Region,Lat,Long,date,count
NA,Afghanistan,33,65,3/15/20,16
NA,Afghanistan,33,65,3/16/20,21
NA,Afghanistan,33,65,3/17/20,22
NA,Afghanistan,33,65,3/18/20,22
NA,Afghanistan,33,65,3/19/20,22
NA,Afghanistan,33,65,3/20/20,24
NA,Afghanistan,33,65,3/21/20,24
NA,Afghanistan,33,65,3/22/20,40
NA,Afghanistan,33,65,3/23/20,40
NA,Afghanistan,33,65,3/24/20,74
NA,Afghanistan,33,65,3/25/20,84
NA,Afghanistan,33,65,3/26/20,94
NA,Afghanistan,33,65,3/27/20,110
NA,Afghanistan,33,65,3/28/20,110
NA,Afghanistan,33,65,3/29/20,120
NA,Afghanistan,33,65,3/30/20,170
NA,Afghanistan,33,65,3/31/20,174
NA,Afghanistan,33,65,4/1/20,237
NA,Afghanistan,33,65,4/2/20,273
NA,Afghanistan,33,65,4/3/20,281
NA,Albania,41.1533,20.1683,1/22/20,0
NA,Albania,41.1533,20.1683,1/23/20,0
NA,Albania,41.1533,20.1683,1/24/20,0
NA,Albania,41.1533,20.1683,1/25/20,0
NA,Albania,41.1533,20.1683,1/26/20,0
NA,Albania,41.1533,20.1683,1/27/20,0
NA,Albania,41.1533,20.1683,1/28/20,0
NA,Albania,41.1533,20.1683,1/29/20,0
NA,Albania,41.1533,20.1683,1/30/20,0
NA,Albania,41.1533,20.1683,1/31/20,0
NA,Albania,41.1533,20.1683,2/1/20,0
NA,Albania,41.1533,20.1683,2/2/20,0
NA,Albania,41.1533,20.1683,2/3/20,0
NA,Albania,41.1533,20.1683,2/4/20,0
NA,Albania,41.1533,20.1683,2/5/20,0
NA,Albania,41.1533,20.1683,2/6/20,0
NA,Albania,41.1533,20.1683,2/7/20,0
NA,Albania,41.1533,20.1683,2/8/20,0
NA,Albania,41.1533,20.1683,2/9/20,0
NA,Albania,41.1533,20.1683,2/10/20,0
NA,Albania,41.1533,20.1683,2/11/20,0
NA,Albania,41.1533,20.1683,2/12/20,0
NA,Albania,41.1533,20.1683,2/13/20,0
NA,Albania,41.1533,20.1683,2/14/20,0
NA,Albania,41.1533,20.1683,2/15/20,0
NA,Albania,41.1533,20.1683,2/16/20,0
NA,Albania,41.1533,20.1683,2/17/20,0
NA,Albania,41.1533,20.1683,2/18/20,0
NA,Albania,41.1533,20.1683,2/19/20,0
NA,Albania,41.1533,20.1683,2/20/20,0
NA,Albania,41.1533,20.1683,2/21/20,0
NA,Albania,41.1533,20.1683,2/22/20,0
NA,Albania,41.1533,20.1683,2/23/20,0
NA,Albania,41.1533,20.1683,2/24/20,0
NA,Albania,41.1533,20.1683,2/25/20,0
NA,Albania,41.1533,20.1683,2/26/20,0
NA,Albania,41.1533,20.1683,2/27/20,0
NA,Albania,41.1533,20.1683,2/28/20,0
NA,Albania,41.1533,20.1683,2/29/20,0
NA,Albania,41.1533,20.1683,3/1/20,0
NA,Albania,41.1533,20.1683,3/2/20,0
NA,Albania,41.1533,20.1683,3/3/20,0
NA,Albania,41.1533,20.1683,3/4/20,0
NA,Albania,41.1533,20.1683,3/5/20,0
NA,Albania,41.1533,20.1683,3/6/20,0
NA,Albania,41.1533,20.1683,3/7/20,0
NA,Albania,41.1533,20.1683,3/8/20,0
NA,Albania,41.1533,20.1683,3/9/20,2
NA,Albania,41.1533,20.1683,3/10/20,10
NA,Albania,41.1533,20.1683,3/11/20,12
NA,Albania,41.1533,20.1683,3/12/20,23
NA,Albania,41.1533,20.1683,3/13/20,33
NA,Albania,41.1533,20.1683,3/14/20,38
NA,Albania,41.1533,20.1683,3/15/20,42
NA,Albania,41.1533,20.1683,3/16/20,51
NA,Albania,41.1533,20.1683,3/17/20,55
NA,Albania,41.1533,20.1683,3/18/20,59
NA,Albania,41.1533,20.1683,3/19/20,64
NA,Albania,41.1533,20.1683,3/20/20,70
NA,Albania,41.1533,20.1683,3/21/20,76
NA,Albania,41.1533,20.1683,3/22/20,89
NA,Albania,41.1533,20.1683,3/23/20,104
NA,Albania,41.1533,20.1683,3/24/20,123
NA,Albania,41.1533,20.1683,3/25/20,146
NA,Albania,41.1533,20.1683,3/26/20,174
NA,Albania,41.1533,20.1683,3/27/20,186
NA,Albania,41.1533,20.1683,3/28/20,197
NA,Albania,41.1533,20.1683,3/29/20,212
NA,Albania,41.1533,20.1683,3/30/20,223
NA,Albania,41.1533,20.1683,3/31/20,243
NA,Albania,41.1533,20.1683,4/1/20,259
NA,Albania,41.1533,20.1683,4/2/20,277
NA,Albania,41.1533,20.1683,4/3/20,304
NA,Algeria,28.0339,1.6596,1/22/20,0
NA,Algeria,28.0339,1.6596,1/23/20,0
NA,Algeria,28.0339,1.6596,1/24/20,0
NA,Algeria,28.0339,1.6596,1/25/20,0
NA,Algeria,28.0339,1.6596,1/26/20,0
NA,Algeria,28.0339,1.6596,1/27/20,0
NA,Algeria,28.0339,1.6596,1/28/20,0
NA,Algeria,28.0339,1.6596,1/29/20,0
NA,Algeria,28.0339,1.6596,1/30/20,0
NA,Algeria,28.0339,1.6596,1/31/20,0
NA,Algeria,28.0339,1.6596,2/1/20,0
NA,Algeria,28.0339,1.6596,2/2/20,0
NA,Algeria,28.0339,1.6596,2/3/20,0
NA,Algeria,28.0339,1.6596,2/4/20,0
NA,Algeria,28.0339,1.6596,2/5/20,0
NA,Algeria,28.0339,1.6596,2/6/20,0
NA,Algeria,28.0339,1.6596,2/7/20,0
NA,Algeria,28.0339,1.6596,2/8/20,0
NA,Algeria,28.0339,1.6596,2/9/20,0
NA,Algeria,28.0339,1.6596,2/10/20,0
NA,Algeria,28.0339,1.6596,2/11/20,0
NA,Algeria,28.0339,1.6596,2/12/20,0
NA,Algeria,28.0339,1.6596,2/13/20,0
NA,Algeria,28.0339,1.6596,2/14/20,0
NA,Algeria,28.0339,1.6596,2/15/20,0
NA,Algeria,28.0339,1.6596,2/16/20,0
NA,Algeria,28.0339,1.6596,2/17/20,0
NA,Algeria,28.0339,1.6596,2/18/20,0
NA,Algeria,28.0339,1.6596,2/19/20,0
NA,Algeria,28.0339,1.6596,2/20/20,0
NA,Algeria,28.0339,1.6596,2/21/20,0
NA,Algeria,28.0339,1.6596,2/22/20,0
NA,Algeria,28.0339,1.6596,2/23/20,0
NA,Algeria,28.0339,1.6596,2/24/20,0
NA,Algeria,28.0339,1.6596,2/25/20,1
NA,Algeria,28.0339,1.6596,2/26/20,1
NA,Algeria,28.0339,1.6596,2/27/20,1
NA,Algeria,28.0339,1.6596,2/28/20,1
NA,Algeria,28.0339,1.6596,2/29/20,1
NA,Algeria,28.0339,1.6596,3/1/20,1
NA,Algeria,28.0339,1.6596,3/2/20,3
NA,Algeria,28.0339,1.6596,3/3/20,5
NA,Algeria,28.0339,1.6596,3/4/20,12
NA,Algeria,28.0339,1.6596,3/5/20,12
NA,Algeria,28.0339,1.6596,3/6/20,17
NA,Algeria,28.0339,1.6596,3/7/20,17
NA,Algeria,28.0339,1.6596,3/8/20,19
NA,Algeria,28.0339,1.6596,3/9/20,20
NA,Algeria,28.0339,1.6596,3/10/20,20
NA,Algeria,28.0339,1.6596,3/11/20,20
NA,Algeria,28.0339,1.6596,3/12/20,24
NA,Algeria,28.0339,1.6596,3/13/20,26
NA,Algeria,28.0339,1.6596,3/14/20,37
NA,Algeria,28.0339,1.6596,3/15/20,48
NA,Algeria,28.0339,1.6596,3/16/20,54
NA,Algeria,28.0339,1.6596,3/17/20,60
NA,Algeria,28.0339,1.6596,3/18/20,74
NA,Algeria,28.0339,1.6596,3/19/20,87
NA,Algeria,28.0339,1.6596,3/20/20,90
NA,Algeria,28.0339,1.6596,3/21/20,139
NA,Algeria,28.0339,1.6596,3/22/20,201
NA,Algeria,28.0339,1.6596,3/23/20,230
NA,Algeria,28.0339,1.6596,3/24/20,264
NA,Algeria,28.0339,1.6596,3/25/20,302
NA,Algeria,28.0339,1.6596,3/26/20,367
NA,Algeria,28.0339,1.6596,3/27/20,409
NA,Algeria,28.0339,1.6596,3/28/20,454
NA,Algeria,28.0339,1.6596,3/29/20,511
NA,Algeria,28.0339,1.6596,3/30/20,584
NA,Algeria,28.0339,1.6596,3/31/20,716
NA,Algeria,28.0339,1.6596,4/1/20,847
NA,Algeria,28.0339,1.6596,4/2/20,986
NA,Algeria,28.0339,1.6596,4/3/20,1171
NA,Andorra,42.5063,1.5218,1/22/20,0
NA,Andorra,42.5063,1.5218,1/23/20,0
NA,Andorra,42.5063,1.5218,1/24/20,0
NA,Andorra,42.5063,1.5218,1/25/20,0
NA,Andorra,42.5063,1.5218,1/26/20,0
NA,Andorra,42.5063,1.5218,1/27/20,0
NA,Andorra,42.5063,1.5218,1/28/20,0
NA,Andorra,42.5063,1.5218,1/29/20,0
NA,Andorra,42.5063,1.5218,1/30/20,0
NA,Andorra,42.5063,1.5218,1/31/20,0
NA,Andorra,42.5063,1.5218,2/1/20,0
NA,Andorra,42.5063,1.5218,2/2/20,0
NA,Andorra,42.5063,1.5218,2/3/20,0
NA,Andorra,42.5063,1.5218,2/4/20,0
NA,Andorra,42.5063,1.5218,2/5/20,0
NA,Andorra,42.5063,1.5218,2/6/20,0
NA,Andorra,42.5063,1.5218,2/7/20,0
NA,Andorra,42.5063,1.5218,2/8/20,0
NA,Andorra,42.5063,1.5218,2/9/20,0
NA,Andorra,42.5063,1.5218,2/10/20,0
NA,Andorra,42.5063,1.5218,2/11/20,0
NA,Andorra,42.5063,1.5218,2/12/20,0
NA,Andorra,42.5063,1.5218,2/13/20,0
NA,Andorra,42.5063,1.5218,2/14/20,0
NA,Andorra,42.5063,1.5218,2/15/20,0
NA,Andorra,42.5063,1.5218,2/16/20,0
NA,Andorra,42.5063,1.5218,2/17/20,0
NA,Andorra,42.5063,1.5218,2/18/20,0
NA,Andorra,42.5063,1.5218,2/19/20,0
NA,Andorra,42.5063,1.5218,2/20/20,0
NA,Andorra,42.5063,1.5218,2/21/20,0
NA,Andorra,42.5063,1.5218,2/22/20,0
NA,Andorra,42.5063,1.5218,2/23/20,0
NA,Andorra,42.5063,1.5218,2/24/20,0
NA,Andorra,42.5063,1.5218,2/25/20,0
NA,Andorra,42.5063,1.5218,2/26/20,0
NA,Andorra,42.5063,1.5218,2/27/20,0
NA,Andorra,42.5063,1.5218,2/28/20,0
NA,Andorra,42.5063,1.5218,2/29/20,0
NA,Andorra,42.5063,1.5218,3/1/20,0
NA,Andorra,42.5063,1.5218,3/2/20,1
NA,Andorra,42.5063,1.5218,3/3/20,1
NA,Andorra,42.5063,1.5218,3/4/20,1
NA,Andorra,42.5063,1.5218,3/5/20,1
NA,Andorra,42.5063,1.5218,3/6/20,1
NA,Andorra,42.5063,1.5218,3/7/20,1
NA,Andorra,42.5063,1.5218,3/8/20,1
NA,Andorra,42.5063,1.5218,3/9/20,1
NA,Andorra,42.5063,1.5218,3/10/20,1
NA,Andorra,42.5063,1.5218,3/11/20,1
NA,Andorra,42.5063,1.5218,3/12/20,1
NA,Andorra,42.5063,1.5218,3/13/20,1
NA,Andorra,42.5063,1.5218,3/14/20,1
NA,Andorra,42.5063,1.5218,3/15/20,1
NA,Andorra,42.5063,1.5218,3/16/20,2
NA,Andorra,42.5063,1.5218,3/17/20,39
NA,Andorra,42.5063,1.5218,3/18/20,39
NA,Andorra,42.5063,1.5218,3/19/20,53
NA,Andorra,42.5063,1.5218,3/20/20,75
NA,Andorra,42.5063,1.5218,3/21/20,88
NA,Andorra,42.5063,1.5218,3/22/20,113
NA,Andorra,42.5063,1.5218,3/23/20,133
NA,Andorra,42.5063,1.5218,3/24/20,164
NA,Andorra,42.5063,1.5218,3/25/20,188
NA,Andorra,42.5063,1.5218,3/26/20,224
NA,Andorra,42.5063,1.5218,3/27/20,267
NA,Andorra,42.5063,1.5218,3/28/20,308
NA,Andorra,42.5063,1.5218,3/29/20,334
NA,Andorra,42.5063,1.5218,3/30/20,370
NA,Andorra,42.5063,1.5218,3/31/20,376
NA,Andorra,42.5063,1.5218,4/1/20,390
NA,Andorra,42.5063,1.5218,4/2/20,428
NA,Andorra,42.5063,1.5218,4/3/20,439
NA,Angola,-11.2027,17.8739,1/22/20,0
NA,Angola,-11.2027,17.8739,1/23/20,0
NA,Angola,-11.2027,17.8739,1/24/20,0
NA,Angola,-11.2027,17.8739,1/25/20,0
NA,Angola,-11.2027,17.8739,1/26/20,0
NA,Angola,-11.2027,17.8739,1/27/20,0
NA,Angola,-11.2027,17.8739,1/28/20,0
NA,Angola,-11.2027,17.8739,1/29/20,0
NA,Angola,-11.2027,17.8739,1/30/20,0
NA,Angola,-11.2027,17.8739,1/31/20,0
NA,Angola,-11.2027,17.8739,2/1/20,0
NA,Angola,-11.2027,17.8739,2/2/20,0
NA,Angola,-11.2027,17.8739,2/3/20,0
NA,Angola,-11.2027,17.8739,2/4/20,0
NA,Angola,-11.2027,17.8739,2/5/20,0
NA,Angola,-11.2027,17.8739,2/6/20,0
NA,Angola,-11.2027,17.8739,2/7/20,0
NA,Angola,-11.2027,17.8739,2/8/20,0
NA,Angola,-11.2027,17.8739,2/9/20,0
NA,Angola,-11.2027,17.8739,2/10/20,0
NA,Angola,-11.2027,17.8739,2/11/20,0
NA,Angola,-11.2027,17.8739,2/12/20,0
NA,Angola,-11.2027,17.8739,2/13/20,0
NA,Angola,-11.2027,17.8739,2/14/20,0
NA,Angola,-11.2027,17.8739,2/15/20,0
NA,Angola,-11.2027,17.8739,2/16/20,0
NA,Angola,-11.2027,17.8739,2/17/20,0
NA,Angola,-11.2027,17.8739,2/18/20,0
NA,Angola,-11.2027,17.8739,2/19/20,0
NA,Angola,-11.2027,17.8739,2/20/20,0
NA,Angola,-11.2027,17.8739,2/21/20,0
NA,Angola,-11.2027,17.8739,2/22/20,0
NA,Angola,-11.2027,17.8739,2/23/20,0
NA,Angola,-11.2027,17.8739,2/24/20,0
NA,Angola,-11.2027,17.8739,2/25/20,0
NA,Angola,-11.2027,17.8739,2/26/20,0
NA,Angola,-11.2027,17.8739,2/27/20,0
NA,Angola,-11.2027,17.8739,2/28/20,0
NA,Angola,-11.2027,17.8739,2/29/20,0
NA,Angola,-11.2027,17.8739,3/1/20,0
NA,Angola,-11.2027,17.8739,3/2/20,0
NA,Angola,-11.2027,17.8739,3/3/20,0
NA,Angola,-11.2027,17.8739,3/4/20,0
NA,Angola,-11.2027,17.8739,3/5/20,0
NA,Angola,-11.2027,17.8739,3/6/20,0
NA,Angola,-11.2027,17.8739,3/7/20,0
NA,Angola,-11.2027,17.8739,3/8/20,0
NA,Angola,-11.2027,17.8739,3/9/20,0
NA,Angola,-11.2027,17.8739,3/10/20,0
NA,Angola,-11.2027,17.8739,3/11/20,0
NA,Angola,-11.2027,17.8739,3/12/20,0
NA,Angola,-11.2027,17.8739,3/13/20,0
NA,Angola,-11.2027,17.8739,3/14/20,0
NA,Angola,-11.2027,17.8739,3/15/20,0
NA,Angola,-11.2027,17.8739,3/16/20,0
NA,Angola,-11.2027,17.8739,3/17/20,0
NA,Angola,-11.2027,17.8739,3/18/20,0
NA,Angola,-11.2027,17.8739,3/19/20,0
NA,Angola,-11.2027,17.8739,3/20/20,1
NA,Angola,-11.2027,17.8739,3/21/20,2
NA,Angola,-11.2027,17.8739,3/22/20,2
NA,Angola,-11.2027,17.8739,3/23/20,3
NA,Angola,-11.2027,17.8739,3/24/20,3
NA,Angola,-11.2027,17.8739,3/25/20,3
NA,Angola,-11.2027,17.8739,3/26/20,4
NA,Angola,-11.2027,17.8739,3/27/20,4
NA,Angola,-11.2027,17.8739,3/28/20,5
NA,Angola,-11.2027,17.8739,3/29/20,7
NA,Angola,-11.2027,17.8739,3/30/20,7
NA,Angola,-11.2027,17.8739,3/31/20,7
NA,Angola,-11.2027,17.8739,4/1/20,8
NA,Angola,-11.2027,17.8739,4/2/20,8
NA,Angola,-11.2027,17.8739,4/3/20,8
NA,Antigua and Barbuda,17.0608,-61.7964,1/22/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,1/23/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,1/24/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,1/25/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,1/26/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,1/27/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,1/28/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,1/29/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,1/30/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,1/31/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/1/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/2/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/3/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/4/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/5/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/6/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/7/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/8/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/9/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/10/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/11/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/12/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/13/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/14/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/15/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/16/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/17/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/18/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/19/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/20/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/21/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/22/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/23/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/24/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/25/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/26/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/27/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/28/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,2/29/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,3/1/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,3/2/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,3/3/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,3/4/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,3/5/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,3/6/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,3/7/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,3/8/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,3/9/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,3/10/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,3/11/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,3/12/20,0
NA,Antigua and Barbuda,17.0608,-61.7964,3/13/20,1
NA,Antigua and Barbuda,17.0608,-61.7964,3/14/20,1
NA,Antigua and Barbuda,17.0608,-61.7964,3/15/20,1
NA,Antigua and Barbuda,17.0608,-61.7964,3/16/20,1
NA,Antigua and Barbuda,17.0608,-61.7964,3/17/20,1
NA,Antigua and Barbuda,17.0608,-61.7964,3/18/20,1
NA,Antigua and Barbuda,17.0608,-61.7964,3/19/20,1
NA,Antigua and Barbuda,17.0608,-61.7964,3/20/20,1
NA,Antigua and Barbuda,17.0608,-61.7964,3/21/20,1
NA,Antigua and Barbuda,17.0608,-61.7964,3/22/20,1
NA,Antigua and Barbuda,17.0608,-61.7964,3/23/20,3
NA,Antigua and Barbuda,17.0608,-61.7964,3/24/20,3
NA,Antigua and Barbuda,17.0608,-61.7964,3/25/20,3
NA,Antigua and Barbuda,17.0608,-61.7964,3/26/20,7
NA,Antigua and Barbuda,17.0608,-61.7964,3/27/20,7
NA,Antigua and Barbuda,17.0608,-61.7964,3/28/20,7
NA,Antigua and Barbuda,17.0608,-61.7964,3/29/20,7
NA,Antigua and Barbuda,17.0608,-61.7964,3/30/20,7
NA,Antigua and Barbuda,17.0608,-61.7964,3/31/20,7
NA,Antigua and Barbuda,17.0608,-61.7964,4/1/20,7
NA,Antigua and Barbuda,17.0608,-61.7964,4/2/20,9
NA,Antigua and Barbuda,17.0608,-61.7964,4/3/20,15
NA,Argentina,-38.4161,-63.6167,1/22/20,0
NA,Argentina,-38.4161,-63.6167,1/23/20,0
NA,Argentina,-38.4161,-63.6167,1/24/20,0
NA,Argentina,-38.4161,-63.6167,1/25/20,0
NA,Argentina,-38.4161,-63.6167,1/26/20,0
NA,Argentina,-38.4161,-63.6167,1/27/20,0
NA,Argentina,-38.4161,-63.6167,1/28/20,0
NA,Argentina,-38.4161,-63.6167,1/29/20,0
NA,Argentina,-38.4161,-63.6167,1/30/20,0
NA,Argentina,-38.4161,-63.6167,1/31/20,0
NA,Argentina,-38.4161,-63.6167,2/1/20,0
NA,Argentina,-38.4161,-63.6167,2/2/20,0
NA,Argentina,-38.4161,-63.6167,2/3/20,0
NA,Argentina,-38.4161,-63.6167,2/4/20,0
NA,Argentina,-38.4161,-63.6167,2/5/20,0
NA,Argentina,-38.4161,-63.6167,2/6/20,0
NA,Argentina,-38.4161,-63.6167,2/7/20,0
NA,Argentina,-38.4161,-63.6167,2/8/20,0
NA,Argentina,-38.4161,-63.6167,2/9/20,0
NA,Argentina,-38.4161,-63.6167,2/10/20,0
NA,Argentina,-38.4161,-63.6167,2/11/20,0
NA,Argentina,-38.4161,-63.6167,2/12/20,0
NA,Argentina,-38.4161,-63.6167,2/13/20,0
NA,Argentina,-38.4161,-63.6167,2/14/20,0
NA,Argentina,-38.4161,-63.6167,2/15/20,0
NA,Argentina,-38.4161,-63.6167,2/16/20,0
NA,Argentina,-38.4161,-63.6167,2/17/20,0
NA,Argentina,-38.4161,-63.6167,2/18/20,0
NA,Argentina,-38.4161,-63.6167,2/19/20,0
NA,Argentina,-38.4161,-63.6167,2/20/20,0
NA,Argentina,-38.4161,-63.6167,2/21/20,0
NA,Argentina,-38.4161,-63.6167,2/22/20,0
NA,Argentina,-38.4161,-63.6167,2/23/20,0
NA,Argentina,-38.4161,-63.6167,2/24/20,0
NA,Argentina,-38.4161,-63.6167,2/25/20,0
NA,Argentina,-38.4161,-63.6167,2/26/20,0
NA,Argentina,-38.4161,-63.6167,2/27/20,0
NA,Argentina,-38.4161,-63.6167,2/28/20,0
NA,Argentina,-38.4161,-63.6167,2/29/20,0
NA,Argentina,-38.4161,-63.6167,3/1/20,0
NA,Argentina,-38.4161,-63.6167,3/2/20,0
NA,Argentina,-38.4161,-63.6167,3/3/20,1
NA,Argentina,-38.4161,-63.6167,3/4/20,1
NA,Argentina,-38.4161,-63.6167,3/5/20,1
NA,Argentina,-38.4161,-63.6167,3/6/20,2
NA,Argentina,-38.4161,-63.6167,3/7/20,8
NA,Argentina,-38.4161,-63.6167,3/8/20,12
NA,Argentina,-38.4161,-63.6167,3/9/20,12
NA,Argentina,-38.4161,-63.6167,3/10/20,17
NA,Argentina,-38.4161,-63.6167,3/11/20,19
NA,Argentina,-38.4161,-63.6167,3/12/20,19
NA,Argentina,-38.4161,-63.6167,3/13/20,31
NA,Argentina,-38.4161,-63.6167,3/14/20,34
NA,Argentina,-38.4161,-63.6167,3/15/20,45
NA,Argentina,-38.4161,-63.6167,3/16/20,56
NA,Argentina,-38.4161,-63.6167,3/17/20,68
NA,Argentina,-38.4161,-63.6167,3/18/20,79
NA,Argentina,-38.4161,-63.6167,3/19/20,97
NA,Argentina,-38.4161,-63.6167,3/20/20,128
NA,Argentina,-38.4161,-63.6167,3/21/20,158
NA,Argentina,-38.4161,-63.6167,3/22/20,266
NA,Argentina,-38.4161,-63.6167,3/23/20,301
NA,Argentina,-38.4161,-63.6167,3/24/20,387
NA,Argentina,-38.4161,-63.6167,3/25/20,387
NA,Argentina,-38.4161,-63.6167,3/26/20,502
NA,Argentina,-38.4161,-63.6167,3/27/20,589
NA,Argentina,-38.4161,-63.6167,3/28/20,690
NA,Argentina,-38.4161,-63.6167,3/29/20,745
NA,Argentina,-38.4161,-63.6167,3/30/20,820
NA,Argentina,-38.4161,-63.6167,3/31/20,1054
NA,Argentina,-38.4161,-63.6167,4/1/20,1054
NA,Argentina,-38.4161,-63.6167,4/2/20,1133
NA,Argentina,-38.4161,-63.6167,4/3/20,1265
NA,Armenia,40.0691,45.0382,1/22/20,0
NA,Armenia,40.0691,45.0382,1/23/20,0
NA,Armenia,40.0691,45.0382,1/24/20,0
NA,Armenia,40.0691,45.0382,1/25/20,0
NA,Armenia,40.0691,45.0382,1/26/20,0
NA,Armenia,40.0691,45.0382,1/27/20,0
NA,Armenia,40.0691,45.0382,1/28/20,0
NA,Armenia,40.0691,45.0382,1/29/20,0
NA,Armenia,40.0691,45.0382,1/30/20,0
NA,Armenia,40.0691,45.0382,1/31/20,0
NA,Armenia,40.0691,45.0382,2/1/20,0
NA,Armenia,40.0691,45.0382,2/2/20,0
NA,Armenia,40.0691,45.0382,2/3/20,0
NA,Armenia,40.0691,45.0382,2/4/20,0
